name,ingredients,duration,difficulty,img_url,ingredients_processed,removed_stopwords,cleaned_ingredients
Spicy Cilantro Pesto,"['teaspoon hot or mild chili powder', 'cups fresh cilantro, chopped', 'cloves garlic, thinly sliced', 'cup olive oil', 'cup pepitas (pumpkin seeds)', 'teaspoon sea salt']",45,Easy,https://spoonacular.com/recipeImages/661066-556x370.jpg,"['teaspoon hot or mild chili powder', 'cups fresh cilantro chopped', 'cloves garlic thinly sliced', 'cup olive oil', 'cup pepitas (pumpkin seeds)', 'teaspoon sea salt']",[],"['garlic', 'salt']"
Spicy Coconut French Toast,"['eggs', 'loaf French bread, cut into  inch thick slices', 'Oil of frying', 'teaspoon ground cayenne pepper (less if sensitive to heat)', 'Pure Maple Syrup for serving', 'teaspoon nutmeg', 'pinch salt', 'tablespoon sugar', 'cups sweetened shredded coconut', 'teaspoon vanilla extract', 'cup whole milk']",30,Very hard,https://spoonacular.com/recipeImages/661071-556x370.jpg,"['eggs', 'loaf french bread cut into  inch thick slices', 'oil of frying', 'teaspoon ground cayenne pepper (less if sensitive to heat)', 'pure maple syrup for serving', 'teaspoon nutmeg', 'pinch salt', 'tablespoon sugar', 'cups sweetened shredded coconut', 'teaspoon vanilla extract', 'cup whole milk']",[],"['eggs', 'bread', 'pepper', 'syrup', 'salt', 'sugar']"
Spicy Indian-Style Hummus,"['pinch of asafetida', 'teaspoon cayenne', 'cups dried chickpeas', 'cup fresh chives, chopped', '-inch piece fresh ginger, chopped', 'cup fresh parsley or cilantro, chopped', 'cloves garlic, chopped', 'teaspoon ground coriander', 'teaspoon ground cumin', 'fresh ground black pepper to taste', 'juice from  lemon', '-  tablespoons olive oil (or more to achieve your desired consistency', 'fresh green or red chilies, seeded and chopped', 'teaspoon sea salt, or to taste', 'cup tahini', 'teaspoon turmeric']",45,Moderate,https://spoonacular.com/recipeImages/716195-556x370.jpg,"['pinch of asafetida', 'teaspoon cayenne', 'cups dried chickpeas', 'cup fresh chives chopped', '-inch piece fresh ginger chopped', 'cup fresh parsley or cilantro chopped', 'cloves garlic chopped', 'teaspoon ground coriander', 'teaspoon ground cumin', 'fresh ground black pepper to taste', 'juice from  lemon', '-  tablespoons olive oil (or more to achieve your desired consistency', 'fresh green or red chilies seeded and chopped', 'teaspoon sea salt or to taste', 'cup tahini', 'teaspoon turmeric']",[],"['chickpeas', 'parsley', 'garlic', 'coriander', 'cumin', 'pepper', 'lemon', 'salt', 'turmeric']"
Spicy Korean Bbq Pork,"['pounds boneless pork loin', 'cup brown sugar', 'teaspoons chili garlic sauce', 'teaspoons fresh ginger, minced', 'garlic cloves, minced', 'rice vinegar', 'teaspoons sesame oil', 'cup soy sauce']",45,Moderate,https://spoonacular.com/recipeImages/661117-556x370.jpg,"['pounds boneless pork loin', 'cup brown sugar', 'teaspoons chili garlic sauce', 'teaspoons fresh ginger minced', 'garlic cloves minced', 'rice vinegar', 'teaspoons sesame oil', 'cup soy sauce']",[],"['pork', 'sugar', 'garlic', 'garlic', 'rice']"
Spicy Lemongrass Soup,"['- stalks fresh lemongrass', '- dried red peppers', 'inch ginger sliced', 'cloves garlic sliced (optional)', 'cups vegetable broth', 'cup fresh coconut milk if you can find it', 'oz tofu cubes', 'handful of snow peas', 'handful of mushrooms sliced', 'rice noodles about (oz)', 'juice of half a lime or more', 'grated ginger, scallions, lime slices for garnish']",45,Very easy,https://spoonacular.com/recipeImages/661121-556x370.jpg,"['- stalks fresh lemongrass', '- dried red peppers', 'inch ginger sliced', 'cloves garlic sliced (optional)', 'cups vegetable broth', 'cup fresh coconut milk if you can find it', 'oz tofu cubes', 'handful of snow peas', 'handful of mushrooms sliced', 'rice noodles about (oz)', 'juice of half a lime or more', 'grated ginger scallions lime slices for garnish']",[],"['lemongrass', 'peppers', 'garlic', 'mushrooms', 'rice', 'lime', 'lime']"
"Spicy Salad with Kidney Beans, Cheddar, and Nuts","['grams almonds', 'avocado', 'ml balsamic vinegar', 'cup ( grams) cheddar cheese', 'cup ( grams) cooked kidney beans', 'grams mixed greens', 'ml olive oil', 'grams roasted salted cashews', '- sundried tomatoes', 'dashes (or more if you like it hot!) Tabasco']",10,Hard,https://spoonacular.com/recipeImages/157344-556x370.jpg,"['grams almonds', 'avocado', 'ml balsamic vinegar', 'cup ( grams) cheddar cheese', 'cup ( grams) cooked kidney beans', 'grams mixed greens', 'ml olive oil', 'grams roasted salted cashews', '- sundried tomatoes', 'dashes (or more if you like it hot!) tabasco']",[],"['avocado', 'cheese', 'salted, cashews', 'tomatoes']"
Spicy Salmon Patties,"['oz pink salmon', 'eggs', 'cup fresh or dried parsley flakes', 'tbsp scallions', 'cup italian bread crumbs', 'Juice from  of lemon', 'Red pepper flakes to taste', 'tbsp mayonnaise', 'tbsp lemon juice']",45,Easy,https://spoonacular.com/recipeImages/661186-556x370.jpg,"['oz pink salmon', 'eggs', 'cup fresh or dried parsley flakes', 'tbsp scallions', 'cup italian bread crumbs', 'juice from  of lemon', 'red pepper flakes to taste', 'tbsp mayonnaise', 'tbsp lemon juice']",[],"['salmon', 'eggs', 'parsley', 'bread', 'lemon', 'pepper', 'mayonnaise', 'lemon']"
Spicy Seasoned Loaded Guacamole,"['avocados, fairly soft, peeled and pit removed', 'tablespoon lime juice', '¼ teaspoon white wine vinegar', '½ red onion, minced', 'Serrano pepper, minced', 'tablespoons chopped cilantro', 'roma tomato, pulp removed, then diced', '½ teaspoon salt', '¼ teaspoon freshly ground black pepper', 'teaspoon cumin', 'teaspoon garlic powder']",45,Very hard,https://spoonacular.com/recipeImages/661188-556x370.jpg,"['avocados fairly soft peeled and pit removed', 'tablespoon lime juice', '¼ teaspoon white wine vinegar', '½ red onion minced', 'serrano pepper minced', 'tablespoons chopped cilantro', 'roma tomato pulp removed then diced', '½ teaspoon salt', '¼ teaspoon freshly ground black pepper', 'teaspoon cumin', 'teaspoon garlic powder']",[],"['avocados', 'lime', 'onion', 'pepper', 'tomato', 'salt', 'pepper', 'cumin', 'garlic']"
Spicy Southwestern-style Hot Crab Dip,"['cup milk', 'cup salsa', '-ounce packages cream cheese, cubed', 'ounces crabmeat', 'cup green onions, thinly sliced', '-ounce can chopped green chilies', 'Assorted crackers']",45,Very easy,https://spoonacular.com/recipeImages/661196-556x370.jpg,"['cup milk', 'cup salsa', '-ounce packages cream cheese cubed', 'ounces crabmeat', 'cup green onions thinly sliced', '-ounce can chopped green chilies', 'assorted crackers']",[],"['cream, cheese', 'onions']"
Spicy Tuna Cakes,"['teaspoon Cajun seasoning', 'ounce cans tuna', 'chili peppers', 'teaspoons Dijon mustard', 'egg', 'garlic cloves, minced', 'teaspoons greek yogurt', 'green onions', 'A few dashes of hot sauce', 'Juice of lemon', 'ounces mirepoix', 'cup Panko breadcrumbs', 'teaspoon light sour cream']",45,Moderate,https://spoonacular.com/recipeImages/661218-556x370.jpg,"['teaspoon cajun seasoning', 'ounce cans tuna', 'chili peppers', 'teaspoons dijon mustard', 'egg', 'garlic cloves minced', 'teaspoons greek yogurt', 'green onions', 'a few dashes of hot sauce', 'juice of lemon', 'ounces mirepoix', 'cup panko breadcrumbs', 'teaspoon light sour cream']",[],"['tuna', 'peppers', 'mustard', 'egg', 'garlic', 'yogurt', 'onions', 'lemon', 'breadcrumbs', 'cream']"
Spiked Watermelon lemonade,"['cup sugar', 'cups water', 'sprigs mint', 'cup lemon juice- fresh squeezed', 'cups watermelon- cut into a "" dice- approx half a medium watermelon', 'ounces gin']",45,Moderate,https://spoonacular.com/recipeImages/661240-556x370.jpg,"['cup sugar', 'cups water', 'sprigs mint', 'cup lemon juice- fresh squeezed', 'cups watermelon- cut into a "" dice- approx half a medium watermelon', 'ounces gin']",[],"['sugar', 'lemon', 'watermelon-, watermelon']"
Spinach and Gorgonzola Stuffed Flank Steak,"['½ to  pounds flank steak trimmed', 'tablespoon olive oil', 'shallot finely chopped', '½ pound spinach, washed, stemmed and chopped', '¾ cup fresh bread crumbs', '¼ pound Gorgonzola or other blue cheese, crumbled', 'Salt and pepper']",45,Very hard,https://spoonacular.com/recipeImages/661259-556x370.jpg,"['½ to  pounds flank steak trimmed', 'tablespoon olive oil', 'shallot finely chopped', '½ pound spinach washed stemmed and chopped', '¾ cup fresh bread crumbs', '¼ pound gorgonzola or other blue cheese crumbled', 'salt and pepper']",[],"['spinach', 'bread', 'cheese', 'salt, pepper']"
Spinach Coriander Chive Bread,"['grams - all purpose flour', 'grams - whole wheat flour', 'tablespoons - low fat milk', 'tablespoons - sunflower oil', 'teaspoon - dried yeast', 'teaspoon - white sugar', 'teaspoon - salt', 'tablespoons - chives, finely chopped', 'tablespoons - coriander leaves, finely chopped', 'tablespoons - spinach, shredded', 'some milk to brush the bread', 'assorted seeds to sprinkle on the bread (pumpkin, sesa']",45,Moderate,https://spoonacular.com/recipeImages/661292-556x370.jpg,"['grams - all purpose flour', 'grams - whole wheat flour', 'tablespoons - low fat milk', 'tablespoons - sunflower oil', 'teaspoon - dried yeast', 'teaspoon - white sugar', 'teaspoon - salt', 'tablespoons - chives finely chopped', 'tablespoons - coriander leaves finely chopped', 'tablespoons - spinach shredded', 'some milk to brush the bread', 'assorted seeds to sprinkle on the bread (pumpkin sesa']",[],"['flour', 'flour', 'yeast', 'sugar', 'salt', 'coriander', 'spinach', 'bread', 'bread']"
Spinach & Ham Quiche,"['grams Cold butter', 'grams Cheddar cheese- grated', 'Large eggs', 'grams Chicken or Picnic Ham (shredded)', 'tablespoons Ice water', 'milliliters milk', 'dash of white pepper', 'grams Plain flour', 'teaspoon salt', 'tablespoon Shallots (sliced)', 'grams Spinach (wash& drain well, shredded)', 'milliliters Whipping cream']",45,Very easy,https://spoonacular.com/recipeImages/661249-556x370.jpg,"['grams cold butter', 'grams cheddar cheese- grated', 'large eggs', 'grams chicken or picnic ham (shredded)', 'tablespoons ice water', 'milliliters milk', 'dash of white pepper', 'grams plain flour', 'teaspoon salt', 'tablespoon shallots (sliced)', 'grams spinach (wash& drain well shredded)', 'milliliters whipping cream']",[],"['butter', 'cheese-', 'eggs', 'chicken, ham', 'pepper', 'flour', 'salt', 'spinach', 'cream']"
Spinach pie with home made dough,"['eggs', 'cups all purpose flour', '. oz butter ( stick)', 'carrot', '½ lbs. feta cheese', '½ bunch fresh dill', 'lbs. frozen spinach', 'tbsp. milk (for oiling too)', 'onion', 'pepper', 'salt', '. oz sour cream', 'cup water']",45,Moderate,https://spoonacular.com/recipeImages/661323-556x370.jpg,"['eggs', 'cups all purpose flour', ' oz butter ( stick)', 'carrot', '½ lbs feta cheese', '½ bunch fresh dill', 'lbs frozen spinach', 'tbsp milk (for oiling too)', 'onion', 'pepper', 'salt', ' oz sour cream', 'cup water']",[],"['eggs', 'flour', 'butter', 'carrot', 'cheese', 'spinach', 'onion', 'pepper', 'salt', 'cream']"
Spinach Salad with Strawberry Vinaigrette,"['tbsp. sliced almonds', 'cup – balsamic vinegar', 'oz of chicken – cooked', 'tsp. dijon mustard', 'oz. feta cheese', 'tsp. fresh thyme', 'tsp. ground pepper', 'shallot – chopped', 'cups fresh spinach leaves', 'cup strawberries - chopped', 'strawberries - sliced', 'cup water']",45,Hard,https://spoonacular.com/recipeImages/661340-556x370.jpg,"['tbsp sliced almonds', 'cup – balsamic vinegar', 'oz of chicken – cooked', 'tsp dijon mustard', 'oz feta cheese', 'tsp fresh thyme', 'tsp ground pepper', 'shallot – chopped', 'cups fresh spinach leaves', 'cup strawberries - chopped', 'strawberries - sliced', 'cup water']",[],"['chicken', 'mustard', 'cheese', 'thyme', 'pepper', 'spinach', 'strawberries', 'strawberries']"
Spinach & Toasted Pumpkin Seed Pesto Pasta,"['large chicken breast halves', 'lemon (juice only)', 'tbsp cooking fat (I used rendered chicken fat, but butter or olive oil will do nicely)', 'salt, pepper, dry oregano', 'packed cups baby spinach', 'lemon - juice and zest', 'cups (or more) olive oil', '- scallions, green serving only', '- cloves garlic', 'cup toasted pumpkin seeds', '- Tbs chopped parsley', 'salt, pepper', 'lbs colorful pasta, not too small', 'tbsp coarse salt for toasting pumpkin seeds', 'shavings of parmesan into each bowl at serving']",45,Very easy,https://spoonacular.com/recipeImages/661250-556x370.jpg,"['large chicken breast halves', 'lemon (juice only)', 'tbsp cooking fat (i used rendered chicken fat but butter or olive oil will do nicely)', 'salt pepper dry oregano', 'packed cups baby spinach', 'lemon - juice and zest', 'cups (or more) olive oil', '- scallions green serving only', '- cloves garlic', 'cup toasted pumpkin seeds', '- tbs chopped parsley', 'salt pepper', 'lbs colorful pasta not too small', 'tbsp coarse salt for toasting pumpkin seeds', 'shavings of parmesan into each bowl at serving']",[],"['chicken', 'lemon', 'chicken, butter', 'salt, pepper, oregano', 'spinach', 'lemon', 'garlic', 'parsley', 'salt, pepper', 'pasta', 'salt']"
"Spinach, Tomato & Onion Couscous","[""cup feta (preferably goat or sheep's milk) crumbled, plus extra for garnish"", 'tablespoons olive oil', 'cup pine nuts', 'small large red onion, chopped into pieces', 'teaspoon salt', 'cups fresh spinach, thoroughly washed', 'pound ripe small tomatoes (preferably strawberry, cherry or', 'cups water', 'cup whole-wheat couscous']",45,Easy,https://spoonacular.com/recipeImages/661365-556x370.jpg,"[""cup feta (preferably goat or sheep's milk) crumbled plus extra for garnish"", 'tablespoons olive oil', 'cup pine nuts', 'small large red onion chopped into pieces', 'teaspoon salt', 'cups fresh spinach thoroughly washed', 'pound ripe small tomatoes (preferably strawberry cherry or', 'cups water', 'cup whole-wheat couscous']",[],"['onion', 'salt', 'spinach', 'tomatoes, cherry']"
"Spring Greens With Pears, Sugared Walnuts & Gorgonzola","['teaspoons brown sugar', 'teaspoon garlic powder', 'ounces Gorgonzola cheese, coarsely crumbled', 'teaspoon ground mustard', 'cup olive oil', 'pears, cored & thinly sliced', 'cup red wine vinegar', 'cups Spring salad greens', 'salt, to taste', 'tablespoons sugar', 'cup walnut halves', 'teaspoons white sugar']",45,Very easy,https://spoonacular.com/recipeImages/661417-556x370.jpg,"['teaspoons brown sugar', 'teaspoon garlic powder', 'ounces gorgonzola cheese coarsely crumbled', 'teaspoon ground mustard', 'cup olive oil', 'pears cored & thinly sliced', 'cup red wine vinegar', 'cups spring salad greens', 'salt to taste', 'tablespoons sugar', 'cup walnut halves', 'teaspoons white sugar']",[],"['sugar', 'garlic', 'cheese', 'mustard', 'pears', 'salt', 'sugar', 'sugar']"
Square Deviled Eggs,"['Hard boiled eggs', 'Cream cheese', 'Ham']",45,Hard,https://spoonacular.com/recipeImages/661447-556x370.jpg,"['hard boiled eggs', 'cream cheese', 'ham']",[],"['eggs', 'cream, cheese', 'ham']"
"Steaks with pesto, tomatoes and feta cheese","['cherry tomatoes, halved', 'g feta cheese, crumbled', 'Tbs capers', 'whole garlic cloves, skin on', 'Cracked black pepper', '- Tbs olive oil for sprinkling', '¼ cup fresh basil, chopped', 'pork steaks, trimmed', 'Tbs pesto rosso (red pesto)', 'Tbs cornflour', 'Tbs dried basil', '¼ tsp sea salt', '¼ tsp black pepper', 'Tbs olive oil']",45,Very easy,https://spoonacular.com/recipeImages/661533-556x370.jpg,"['cherry tomatoes halved', 'g feta cheese crumbled', 'tbs capers', 'whole garlic cloves skin on', 'cracked black pepper', '- tbs olive oil for sprinkling', '¼ cup fresh basil chopped', 'pork steaks trimmed', 'tbs pesto rosso (red pesto)', 'tbs cornflour', 'tbs dried basil', '¼ tsp sea salt', '¼ tsp black pepper', 'tbs olive oil']",[],"['cherry, tomatoes', 'cheese', 'garlic', 'pepper', 'basil', 'pork', 'cornflour', 'basil', 'salt', 'pepper']"
Steak with lemon and capers,"['g beef steak (minute steak from leg)', 'tablespoons Butter', 'Tbs capers', '¾ cup dry white wine', 'cup flour', 'to  large cloves garlic, pressed', '¼ tsp ground black pepper', 'teaspoon lemon juice', 'Lemon wedges', 'Tbs olive oil', 'teaspoons parsley, finely chopped', '¾ tsp salt']",45,Hard,https://spoonacular.com/recipeImages/661531-556x370.jpg,"['g beef steak (minute steak from leg)', 'tablespoons butter', 'tbs capers', '¾ cup dry white wine', 'cup flour', 'to  large cloves garlic pressed', '¼ tsp ground black pepper', 'teaspoon lemon juice', 'lemon wedges', 'tbs olive oil', 'teaspoons parsley finely chopped', '¾ tsp salt']",[],"['beef', 'butter', 'flour', 'garlic', 'pepper', 'lemon', 'lemon', 'parsley', 'salt']"
Steamed Artichokes With Roasted Red Pepper Aioli,"['large artichokes', 'teaspoon cayenne pepper', 'egg yolks', 'garlic clove', 'lemon juice', 'cup oil', 'jar roasted red pepper, drained', 'Salt']",45,Very hard,https://spoonacular.com/recipeImages/661544-556x370.jpg,"['large artichokes', 'teaspoon cayenne pepper', 'egg yolks', 'garlic clove', 'lemon juice', 'cup oil', 'jar roasted red pepper drained', 'salt']",[],"['pepper', 'egg', 'garlic', 'lemon', 'pepper', 'salt']"
Steamed Clams In Wine and Chorizo,"['pound Spanish chorizo (spicy cured pork sausages) cut to ¼"" di', 'teaspoon Cumin seeds', 'cup Dry white wine (I increased to  cup with a little more salt)', 'tablespoons Fresh cilantro (coriander)', 'Garlic clove, minced', 'pounds little neck Clams ( kg)', 'tablespoons Olive oil', 'medium Onion,chopped ( g)', 'teaspoon Salt', 'yellow Bell pepper, chopped ( g)']",45,Very hard,https://spoonacular.com/recipeImages/661557-556x370.jpg,"['pound spanish chorizo (spicy cured pork sausages) cut to ¼"" di', 'teaspoon cumin seeds', 'cup dry white wine (i increased to  cup with a little more salt)', 'tablespoons fresh cilantro (coriander)', 'garlic clove minced', 'pounds little neck clams ( kg)', 'tablespoons olive oil', 'medium onionchopped ( g)', 'teaspoon salt', 'yellow bell pepper chopped ( g)']",[],"['pork', 'cumin', 'salt', '(coriander', 'garlic', 'onionchopped', 'salt', 'pepper']"
Steamy Creamy Mushroom Risotto,"['tablespoon butter', 'g chicken', 'teaspoons chicken broth', 'g mushrooms', 'tablespoons olive oil', 'onion', 'tablespoons parmesan', 'pepper', 'g rice', 'salt', 'ml water', 'ml white wine']",35,Very hard,https://spoonacular.com/recipeImages/157375-556x370.jpg,"['tablespoon butter', 'g chicken', 'teaspoons chicken broth', 'g mushrooms', 'tablespoons olive oil', 'onion', 'tablespoons parmesan', 'pepper', 'g rice', 'salt', 'ml water', 'ml white wine']",[],"['butter', 'chicken', 'chicken', 'mushrooms', 'onion', 'pepper', 'rice', 'salt']"
Sterling Cooper Blini with Caviar,"['teaspoon baking powder', 'cup butter', 'Caviar, for topping', 'egg', 'cup sifted all-purpose flour', '¾ cup milk', 'tablespoons sour cream, plus additional for topping blini', 'teaspoon sugar']",45,Easy,https://spoonacular.com/recipeImages/661602-556x370.jpg,"['teaspoon baking powder', 'cup butter', 'caviar for topping', 'egg', 'cup sifted all-purpose flour', '¾ cup milk', 'tablespoons sour cream plus additional for topping blini', 'teaspoon sugar']",[],"['butter', 'egg', 'flour', 'cream', 'sugar']"
Sticky Toffee Pudding,"['teaspoons baking powder', 'sticks butter', 'tablespoon dark corn syrup', 'ounces pitted dates, finely chopped', 'eggs', 'cups all-purpose flour', 'cup heavy cream', 'cup light brown sugar, packed', 'teaspoon salt', 'cup sugar', 'teaspoon vanilla extract', 'cup boiling water']",45,Moderate,https://spoonacular.com/recipeImages/661633-556x370.jpg,"['teaspoons baking powder', 'sticks butter', 'tablespoon dark corn syrup', 'ounces pitted dates finely chopped', 'eggs', 'cups all-purpose flour', 'cup heavy cream', 'cup light brown sugar packed', 'teaspoon salt', 'cup sugar', 'teaspoon vanilla extract', 'cup boiling water']",[],"['butter', 'syrup', 'eggs', 'flour', 'cream', 'sugar', 'salt', 'sugar']"
"Stir Fried Quinoa, Brown Rice and Chicken Breast","['teaspoon of suya spice or Yaji (optional)', 'cup of quinoa and brown rice mix', '. teaspoon of melted butter', 'A handful of chopped carrots', 'whole cherry tomatoes (optional)', 'chicken breast (Thinly sliced)', 'cloves of garlic', 'Seasoning cubes', 'A handful of chopped green pepper', 'medium roma tomato', 'scotch bonnet pepper (ata rodo)', 'chopped spring onion', 'teaspoon of vegetable oil', 'cup water']",45,Easy,https://spoonacular.com/recipeImages/716361-556x370.jpg,"['teaspoon of suya spice or yaji (optional)', 'cup of quinoa and brown rice mix', ' teaspoon of melted butter', 'a handful of chopped carrots', 'whole cherry tomatoes (optional)', 'chicken breast (thinly sliced)', 'cloves of garlic', 'seasoning cubes', 'a handful of chopped green pepper', 'medium roma tomato', 'scotch bonnet pepper (ata rodo)', 'chopped spring onion', 'teaspoon of vegetable oil', 'cup water']",[],"['quinoa, rice', 'butter', 'carrots', 'cherry, tomatoes', 'chicken', 'garlic', 'pepper', 'tomato', 'pepper', 'onion']"
Strawberry and Chocolate Chip Panini,"['Sliced strawberries', 'Chocolate chips- handful', 'slices of sourdough bread', 'Olive oil and brush']",45,Very easy,https://spoonacular.com/recipeImages/661741-556x370.jpg,"['sliced strawberries', 'chocolate chips- handful', 'slices of sourdough bread', 'olive oil and brush']",[],"['strawberries', 'bread']"
Strawberry Banana Stuffed Pancakes,"['½ teaspoons Baking Soda', 'cup Ripe Banana, Mashed', 'whole Egg Whites', 'cups Non-Fat Greek Yogurt', 'Salt', 'whole Strawberries, Fresh, Diced', 'teaspoons Sugar', '½ teaspoons Vanilla Extract', 'cups Whole Wheat Pastry Flour']",30,Hard,https://spoonacular.com/recipeImages/661758-556x370.jpg,"['½ teaspoons baking soda', 'cup ripe banana mashed', 'whole egg whites', 'cups non-fat greek yogurt', 'salt', 'whole strawberries fresh diced', 'teaspoons sugar', '½ teaspoons vanilla extract', 'cups whole wheat pastry flour']",[],"['banana', 'egg', 'yogurt', 'salt', 'strawberries', 'sugar', 'flour']"
Strawberry Basil Italian Ice,"['cup basil leaves', 'Zest and Juice of  lemon', 'cups simple syrup', 'grams strawberries (Reserve some for garnishing)']",45,Moderate,https://spoonacular.com/recipeImages/661757-556x370.jpg,"['cup basil leaves', 'zest and juice of  lemon', 'cups simple syrup', 'grams strawberries (reserve some for garnishing)']",[],"['basil', 'lemon', 'syrup', 'strawberries']"
Strawberry Basil Sorbet (no Ice Cream Maker Necessary!),"['about c finely chopped basil leaves', 't basil oil (optional)', '-T honey or agave', 'bag organic strawberries (my bag was  oz;  oz would be better!), thawed for about a  hour']",45,Easy,https://spoonacular.com/recipeImages/716424-556x370.jpg,"['about c finely chopped basil leaves', 't basil oil (optional)', '-t honey or agave', 'bag organic strawberries (my bag was  oz;  oz would be better!) thawed for about a  hour']",[],"['basil', 'basil', 'honey', 'strawberries']"
Strawberry Brie Tartlets,"['ounces soft ripe brie', 'egg +  Tb. water', 'sprigs of fresh thyme', 'Honey for drizzling', 'sheets ( box) frozen puff pastry, thawed', 'Salt', 'ripe strawberries']",45,Very easy,https://spoonacular.com/recipeImages/661765-556x370.jpg,"['ounces soft ripe brie', 'egg +  tb water', 'sprigs of fresh thyme', 'honey for drizzling', 'sheets ( box) frozen puff pastry thawed', 'salt', 'ripe strawberries']",[],"['egg', 'thyme', 'honey', 'salt', 'strawberries']"
Strawberry Cheesecake Chocolate Crepes,"['oz cream cheese', 'cup diced strawberries', 'tsp vanilla extract', 'tsp lemon juice', 'tbsp granulated sugar', 'cups all-purpose flour', 'cup cocoa powder unsweetened', 'tsp kosher salt', 'eggs', 'cups milk', 'cup water', 'tbsp unsalted butter melted', 'tsp vanilla extract']",40,Very easy,https://spoonacular.com/recipeImages/715569-556x370.jpg,"['oz cream cheese', 'cup diced strawberries', 'tsp vanilla extract', 'tsp lemon juice', 'tbsp granulated sugar', 'cups all-purpose flour', 'cup cocoa powder unsweetened', 'tsp kosher salt', 'eggs', 'cups milk', 'cup water', 'tbsp unsalted butter melted', 'tsp vanilla extract']",[],"['cream, cheese', 'strawberries', 'lemon', 'sugar', 'flour', 'salt', 'eggs', 'unsalted, butter']"
Strawberry Mango Green Tea Limeade,"['cup of strawberries, hulled and quartered', 'cup of mango, peeled and cubed', 'cup lime juice', 'cups brewed green tea, chilled', 'cup simple syrup']",45,Very hard,https://spoonacular.com/recipeImages/661834-556x370.jpg,"['cup of strawberries hulled and quartered', 'cup of mango peeled and cubed', 'cup lime juice', 'cups brewed green tea chilled', 'cup simple syrup']",[],"['strawberries', 'mango', 'lime', 'syrup']"
Strawberry-Mango Quinoa Salad,"['T. honey', 'cup cucumber', 'tablespoons chopped fresh mint', 'T. lime juice', 't. lime zest', 'mango', 'c. olive oil', 'pepper', 'c. quinoa, well rinsed', 'salt', 'T. sour cream (or plain yogurt can be subbed)', 'cups strawberries, hulled and quartered', 'c. water']",45,Moderate,https://spoonacular.com/recipeImages/661925-556x370.jpg,"['t honey', 'cup cucumber', 'tablespoons chopped fresh mint', 't lime juice', 't lime zest', 'mango', 'c olive oil', 'pepper', 'c quinoa well rinsed', 'salt', 't sour cream (or plain yogurt can be subbed)', 'cups strawberries hulled and quartered', 'c water']",[],"['honey', 'lime', 'lime', 'mango', 'pepper', 'quinoa', 'salt', 'cream, yogurt', 'strawberries']"
Strawberry Shortcake Pancakes,"['cup % Greek Yogurt', 'cup Egg Whites', 'cup Whole-Wheat Flour', 'tsp Baking Soda', 'tsp Almond Extract', 'tsp Sugar', 'Dash of Salt', 'cup Freeze Dried Strawberries', 'cup Strawberries – frozen or fresh (I used frozen)', 'tsp. sugar', 'Tbsp. Fat Free Whip Cream (optional)']",45,Very easy,https://spoonacular.com/recipeImages/661886-556x370.jpg,"['cup % greek yogurt', 'cup egg whites', 'cup whole-wheat flour', 'tsp baking soda', 'tsp almond extract', 'tsp sugar', 'dash of salt', 'cup freeze dried strawberries', 'cup strawberries – frozen or fresh (i used frozen)', 'tsp sugar', 'tbsp fat free whip cream (optional)']",[],"['yogurt', 'egg', 'flour', 'sugar', 'salt', 'strawberries', 'strawberries', 'sugar', 'cream']"
Strawberry Shortcake with Homemade Donuts,"['tsp baking powder', 'cups cake flour', 'cups Confectioners Sugar', 'large egg yolks', 'cup granulated sugar', 'tsp salt', 'oz sour cream', 'pint strawberries', 'tsp vanilla extract', 'tbsp shorteningvegetable lard', 'tablespoons whipped cream', '- cup Whole Milk']",45,Hard,https://spoonacular.com/recipeImages/661889-556x370.jpg,"['tsp baking powder', 'cups cake flour', 'cups confectioners sugar', 'large egg yolks', 'cup granulated sugar', 'tsp salt', 'oz sour cream', 'pint strawberries', 'tsp vanilla extract', 'tbsp shorteningvegetable lard', 'tablespoons whipped cream', '- cup whole milk']",[],"['flour', 'sugar', 'egg', 'sugar', 'salt', 'cream', 'strawberries', 'cream']"
Strawberry Shortcake w. Mini Strawberry PopTarts,"['Tbs +  cup heavy whipping cream', 'pie crust dough, homemade or store-bought', 'pinch of sea salt', ""lb. strawberries (I always get Driscoll's organic—yes, even when I'm not writing about Driscoll's)"", 'cup strawberry jam', 'tsp +  tsp vanilla sugar (or plain sugar)']",45,Moderate,https://spoonacular.com/recipeImages/716417-556x370.jpg,"['tbs +  cup heavy whipping cream', 'pie crust dough homemade or store-bought', 'pinch of sea salt', ""lb strawberries (i always get driscoll's organic—yes even when i'm not writing about driscoll's)"", 'cup strawberry jam', 'tsp +  tsp vanilla sugar (or plain sugar)']",[],"['cream', 'salt', 'strawberries', 'sugar, sugar']"
